Date,ChosenTicker
2022-10-07,FDX
2022-10-10,AAPL
2022-10-11,LOW
2022-10-12,MS
2022-10-13,MCD
2022-10-14,ADBE
2022-10-17,CVX
2022-10-18,ADP
2022-10-19,GOOGL
2022-10-20,CB
2022-10-21,MDT
2022-10-24,INTU
2022-10-25,MSFT
2022-10-26,CRM
2022-10-27,APD
2022-10-28,XOM
2022-10-31,ABT
2022-11-01,CL
2022-11-02,MMC
2022-11-03,COST
2022-11-04,DUK
2022-11-07,CSCO
2022-11-08,HUM
2022-11-09,EQIX
2022-11-10,CI
2022-11-11,CB
2022-11-14,PEP
2022-11-15,WFC
2022-11-16,GILD
2022-11-17,AMGN
2022-11-18,V
2022-11-21,LMT
2022-11-22,REGN
2022-11-23,PLD
2022-11-25,ABBV
2022-11-28,SYK
2022-11-29,TMO
2022-11-30,UNP
2022-12-01,META
2022-12-02,INTC
2022-12-05,SBUX
2022-12-06,NVDA
2022-12-07,BRK-B
2022-12-08,GS
2022-12-09,ISRG
2022-12-12,PGR
2022-12-13,JNJ
2022-12-14,CAT
2022-12-15,RTX
2022-12-16,ADP
2022-12-19,SPGI
2022-12-20,TXN
2022-12-21,BKNG
2022-12-22,GILD
2022-12-23,HD
2022-12-27,AON
2022-12-28,EL
2022-12-29,DE
2022-12-30,ZTS
2023-01-03,NOW
2023-01-04,GM
2023-01-05,DHR
2023-01-06,AMZN
2023-01-09,TGT
2023-01-10,MCD
2023-01-11,XOM
2023-01-12,KO
2023-01-13,JPM
2023-01-17,EOG
2023-01-18,MRK
2023-01-19,LIN
2023-01-20,WMT
2023-01-23,AIG
2023-01-24,BAC
2023-01-25,ACN
2023-01-26,PG
2023-01-27,BDX
2023-01-30,COST
2023-01-31,BLK
2023-02-01,AMAT
2023-02-02,ALL
2023-02-03,NVDA
2023-02-06,GE
2023-02-07,C
2023-02-08,USB
2023-02-09,AVGO
2023-02-10,GOOGL
2023-02-13,ADP
2023-02-14,FDX
2023-02-15,NEE
2023-02-16,APD
2023-02-17,AMD
2023-02-21,MDT
2023-02-22,SO
2023-02-23,MA
2023-02-24,GILD
2023-02-27,DUK
2023-02-28,CSCO
2023-03-01,HUM
2023-03-02,ADI
2023-03-03,INTC
2023-03-06,PM
2023-03-07,LOW
2023-03-08,NSC
2023-03-09,CVX
2023-03-10,CB
2023-03-13,LMT
2023-03-14,SYK
2023-03-15,QCOM
2023-03-16,RTX
2023-03-17,FI
2023-03-20,DIS
2023-03-21,ABT
2023-03-22,T
2023-03-23,CI
2023-03-24,HON
2023-03-27,BRK-B
2023-03-28,VRTX
2023-03-29,ABBV
2023-03-30,SBUX
2023-03-31,ISRG
2023-04-03,AMAT
2023-04-04,PEP
2023-04-05,WFC
2023-04-06,ADP
2023-04-10,PNC
2023-04-11,TMO
2023-04-12,UNH
2023-04-13,MSFT
2023-04-14,AAPL
2023-04-17,PLD
2023-04-18,JNJ
2023-04-19,MO
2023-04-20,MMC
2023-04-21,AON
2023-04-24,AMGN
2023-04-25,CL
2023-04-26,MU
2023-04-27,INTU
2023-04-28,SPGI
2023-05-01,ADI
2023-05-02,MU
2023-05-03,EOG
2023-05-04,BKNG
2023-05-05,META
2023-05-08,GM
2023-05-09,CRM
2023-05-10,HD
2023-05-11,ICE
2023-05-12,EL
2023-05-15,DE
2023-05-16,TXN
2023-05-17,JPM
2023-05-18,AMT
2023-05-19,NOW
2023-05-22,ALL
2023-05-23,MCD
2023-05-24,ADBE
2023-05-25,NVDA
2023-05-26,WMT
2023-05-30,AIG
2023-05-31,ACN
2023-06-01,CME
2023-06-02,USB
2023-06-05,GS
2023-06-06,APD
2023-06-07,IBM
2023-06-08,GE
2023-06-09,C
2023-06-12,AMZN
2023-06-13,V
2023-06-14,KO
2023-06-15,BAC
2023-06-16,LOW
2023-06-20,UNP
2023-06-21,MDT
2023-06-22,VRTX
2023-06-23,CI
2023-06-26,NEE
2023-06-27,GOOGL
2023-06-28,PFE
2023-06-29,PLD
2023-06-30,MMC
2023-07-03,SYK
2023-07-05,CVX
2023-07-06,HON
2023-07-07,MRK
2023-07-10,LIN
2023-07-11,BDX
2023-07-12,COST
2023-07-13,BLK
2023-07-14,NFLX
2023-07-17,FDX
2023-07-18,CSCO
2023-07-19,JNJ
2023-07-20,MO
2023-07-21,HUM
2023-07-24,ZTS
2023-07-25,MA
2023-07-26,GILD
2023-07-27,LMT
2023-07-28,PM
2023-07-31,ABT
2023-08-01,MS
2023-08-02,QCOM
2023-08-03,MSFT
2023-08-04,AAPL
2023-08-07,INTC
2023-08-08,SBUX
2023-08-09,DIS
2023-08-10,PNC
2023-08-11,DUK
2023-08-14,CAT
2023-08-15,WFC
2023-08-16,ABBV
2023-08-17,REGN
2023-08-18,PEP
2023-08-21,FI
2023-08-22,TMO
2023-08-23,PG
2023-08-24,ISRG
2023-08-25,EQIX
2023-08-28,RTX
2023-08-29,GILD
2023-08-30,AMGN
2023-08-31,PGR
2023-09-01,BRK-B
2023-09-05,NFLX
2023-09-06,NVDA
2023-09-07,GM
2023-09-08,CRM
2023-09-11,EL
2023-09-12,JPM
2023-09-13,AVGO
2023-09-14,HD
2023-09-15,DHR
2023-09-18,SPGI
2023-09-19,SO
2023-09-20,BKNG
2023-09-21,META
2023-09-22,NOW
2023-09-25,FI
2023-09-26,DE
2023-09-27,TXN
2023-09-28,MU
2023-09-29,INTU
2023-10-02,WMT
2023-10-03,ICE
2023-10-04,ACN
2023-10-05,UNH
2023-10-06,MCD
2023-10-09,XOM
2023-10-10,APD
2023-10-11,VZ
2023-10-12,LOW
2023-10-13,T
2023-10-16,KO
2023-10-17,ALL
2023-10-18,MMC
2023-10-19,AON
2023-10-20,HUM
2023-10-23,ADI
2023-10-24,GE
2023-10-25,C
2023-10-26,PLD
2023-10-27,CI
2023-10-30,CAT
2023-10-31,FDX
2023-11-01,NEE
2023-11-02,CVX
2023-11-03,AAPL
2023-11-06,GOOGL
2023-11-07,CB
2023-11-08,MDT
2023-11-09,EOG
2023-11-10,JNJ
2023-11-13,COST
2023-11-14,BDX
2023-11-15,CSCO
2023-11-16,DUK
2023-11-17,MO
2023-11-20,DIS
2023-11-21,AMZN
2023-11-22,TGT
2023-11-24,PNC
2023-11-27,RTX
2023-11-28,BAC
2023-11-29,TMO
2023-11-30,NSC
2023-12-01,MA
2023-12-04,C
2023-12-05,WFC
2023-12-06,LMT
2023-12-07,REGN
2023-12-08,ISRG
2023-12-11,AMAT
2023-12-12,MSFT
2023-12-13,CRM
2023-12-14,INTC
2023-12-15,AIG
2023-12-18,USB
2023-12-19,AVGO
2023-12-20,BLK
2023-12-21,CME
2023-12-22,MRK
2023-12-26,XOM
2023-12-27,ABT
2023-12-28,UNP
2023-12-29,ABBV
2024-01-02,SYK
2024-01-03,BRK-B
2024-01-04,INTU
2024-01-05,PEP
2024-01-08,META
2024-01-09,AMGN
2024-01-10,CL
2024-01-11,JPM
2024-01-12,ADBE
2024-01-16,QCOM
2024-01-17,NVDA
2024-01-18,EL
2024-01-19,GE
2024-01-22,CSCO
2024-01-23,GM
2024-01-24,MO
2024-01-25,SPGI
2024-01-26,VRTX
2024-01-29,HD
2024-01-30,PM
2024-01-31,NOW
2024-02-01,ALL
2024-02-02,LOW
2024-02-05,V
2024-02-06,BKNG
2024-02-07,FI
2024-02-08,WMT
2024-02-09,SBUX
2024-02-12,DE
2024-02-13,GS
2024-02-14,KO
2024-02-15,PLD
2024-02-16,ADP
2024-02-20,ACN
2024-02-21,MS
2024-02-22,CI
2024-02-23,HON
2024-02-26,HUM
2024-02-27,PGR
2024-02-28,MCD
2024-02-29,LIN
2024-03-01,DUK
2024-03-04,COST
2024-03-05,MMC
2024-03-06,SHW
2024-03-07,BDX
2024-03-08,CAT
2024-03-11,APD
2024-03-12,AMT
2024-03-13,AMZN
2024-03-14,UNH
2024-03-15,USB
2024-03-18,IBM
2024-03-19,JNJ
2024-03-20,COST
2024-03-21,GOOGL
2024-03-22,CB
2024-03-25,WFC
2024-03-26,BLK
2024-03-27,ZTS
2024-03-28,BAC
2024-04-01,FDX
2024-04-02,C
2024-04-03,PNC
2024-04-04,MRK
2024-04-05,XOM
2024-04-08,MDT
2024-04-09,EOG
2024-04-10,LMT
2024-04-11,ICE
2024-04-12,MSFT
2024-04-15,NEE
2024-04-16,BRK-B
2024-04-17,TXN
2024-04-18,MA
2024-04-19,CB
2024-04-22,AMGN
2024-04-23,PG
2024-04-24,ISRG
2024-04-25,EQIX
2024-04-26,ABT
2024-04-29,TGT
2024-04-30,PEP
2024-05-01,DIS
2024-05-02,QCOM
2024-05-03,RTX
2024-05-06,ADP
2024-05-07,ABBV
2024-05-08,AON
2024-05-09,INTC
2024-05-10,DHR
2024-05-13,CVX
2024-05-14,CRM
2024-05-15,TMO
2024-05-16,SO
2024-05-17,MU
2024-05-20,T
2024-05-21,GE
2024-05-22,CSCO
2024-05-23,JPM
2024-05-24,AMD
2024-05-28,QCOM
2024-05-29,NVDA
2024-05-30,GM
2024-05-31,AAPL
2024-06-03,EL
2024-06-04,ALL
2024-06-05,SPGI
2024-06-06,VRTX
2024-06-07,HD
2024-06-10,AIG
2024-06-11,BKNG
2024-06-12,PFE
2024-06-13,LOW
2024-06-14,NSC
2024-06-17,DE
2024-06-18,AVGO
2024-06-20,PLD
2024-06-21,ACN
2024-06-24,CL
2024-06-25,FDX
2024-06-26,HON
2024-06-27,WMT
2024-06-28,ADBE
2024-07-01,KO
2024-07-02,NOW
2024-07-03,ADP
2024-07-05,CI
2024-07-08,PFE
2024-07-09,MCD
2024-07-10,REGN
2024-07-11,USB
2024-07-12,VZ
2024-07-15,MMC
2024-07-16,SYK
2024-07-17,GOOGL
2024-07-18,HON
2024-07-19,WFC
2024-07-22,HUM
2024-07-23,AMAT
2024-07-24,JNJ
2024-07-25,CAT
2024-07-26,LMT
2024-07-29,ICE
2024-07-30,DUK
2024-07-31,MO
2024-08-01,AMZN
2024-08-02,V
2024-08-05,BDX
2024-08-06,SHW
2024-08-07,ISRG
2024-08-08,NFLX
2024-08-09,PNC
2024-08-12,BLK
2024-08-13,CME
2024-08-14,ABT
2024-08-15,UNP
2024-08-16,PEP
2024-08-19,META
2024-08-20,CVX
2024-08-21,CB
2024-08-22,BRK-B
2024-08-23,INTU
2024-08-26,INTC
2024-08-27,PM
2024-08-28,TMO
2024-08-29,MS
2024-08-30,BAC
2024-09-03,APD
2024-09-04,AMD
2024-09-05,ABBV
2024-09-06,AON
2024-09-09,RTX
2024-09-10,GILD
2024-09-11,AMGN
2024-09-12,EQIX
2024-09-13,DIS
2024-09-16,MSFT
2024-09-17,C
2024-09-18,MA
2024-09-19,GILD
2024-09-20,MDT
2024-09-23,ADI
2024-09-24,MRK
2024-09-25,LIN
2024-09-26,MU
2024-09-27,GS
2024-09-30,MU
2024-10-01,AMT
2024-10-02,GE
2024-10-03,DHR
2024-10-04,GM
2024-10-07,NEE
2024-10-08,QCOM
2024-10-09,NVDA
2024-10-10,JPM
2024-10-11,IBM
2024-10-14,HD
2024-10-15,XOM
2024-10-16,EL
2024-10-17,DE
2024-10-18,TXN
2024-10-21,BKNG
2024-10-22,FI
2024-10-23,SPGI
2024-10-24,EOG
2024-10-25,LOW
2024-10-28,PGR
2024-10-29,CI
2024-10-30,NEE
2024-10-31,PLD
2024-11-01,NOW
2024-11-04,GILD
2024-11-05,FDX
2024-11-06,CRM
2024-11-07,ACN
2024-11-08,UNH
2024-11-11,GOOGL
2024-11-12,ADP
2024-11-13,WMT
2024-11-14,SBUX
2024-11-15,BDX
2024-11-18,AIG
2024-11-19,KO
2024-11-20,ALL
2024-11-21,AMZN
2024-11-22,NSC
2024-11-25,BLK
2024-11-26,PG
2024-11-27,DUK
2024-11-29,COST
2024-12-02,MMC
2024-12-03,CSCO
2024-12-04,LMT
2024-12-05,REGN
2024-12-06,ABT
2024-12-09,ZTS
2024-12-10,MCD
2024-12-11,VZ
2024-12-12,WFC
2024-12-13,RTX
2024-12-16,HON
2024-12-17,CVX
2024-12-18,ADP
2024-12-19,HUM
2024-12-20,ADI
2024-12-23,APD
2024-12-24,AMD
2024-12-26,ABBV
2024-12-27,SYK
2024-12-30,PNC
2024-12-31,ISRG
2025-01-02,SO
2025-01-03,INTC
2025-01-06,ICE
2025-01-07,BRK-B
2025-01-08,INTU
2025-01-10,TMO
2025-01-13,TGT
2025-01-14,PEP
2025-01-15,META
2025-01-16,MA
2025-01-17,ADP
2025-01-21,USB
2025-01-22,IBM
2025-01-23,MRK
2025-01-24,ADBE
2025-01-27,MSFT
2025-01-28,AAPL
2025-01-29,MDT
2025-01-30,VRTX
2025-01-31,DIS
2025-02-03,JNJ
2025-02-04,CAT
2025-02-05,AMGN
2025-02-06,T
2025-02-07,FI
2025-02-10,GM
2025-02-11,C
2025-02-12,GE
2025-02-13,MO
2025-02-14,NVDA
2025-02-18,JPM
2025-02-19,AMT
2025-02-20,EL
2025-02-21,CI
2025-02-24,PFE
2025-02-25,HD
2025-02-26,REGN
2025-02-27,LOW
2025-02-28,AMAT
2025-03-03,BKNG
2025-03-04,META
2025-03-05,SPGI
2025-03-06,AVGO
2025-03-07,QCOM
2025-03-10,AMGN
2025-03-11,CL
2025-03-12,NOW
2025-03-13,BAC
2025-03-14,DE
2025-03-17,AVGO
2025-03-18,AMZN
2025-03-19,CME
2025-03-20,KO
2025-03-21,ALL
2025-03-24,BDX
2025-03-25,SHW
2025-03-26,WMT
2025-03-27,PM
2025-03-28,BLK
2025-03-31,V
2025-04-01,RTX
2025-04-02,GILD
2025-04-03,WFC
2025-04-04,DUK
2025-04-07,SHW
2025-04-08,FDX
2025-04-09,AAPL
2025-04-10,GOOGL
2025-04-11,CB
2025-04-14,ACN
2025-04-15,NFLX
2025-04-16,CVX
2025-04-17,CRM
2025-04-21,LMT
2025-04-22,ICE
2025-04-23,MMC
2025-04-24,COST
2025-04-25,ABT
2025-04-28,UNP
2025-04-29,MCD
2025-04-30,AMD
2025-05-01,PLD
2025-05-02,ISRG
2025-05-05,UNH
2025-05-06,APD
2025-05-07,VZ
2025-05-08,ABBV
2025-05-09,AON
2025-05-12,MSFT
2025-05-13,NEE
2025-05-14,BRK-B
2025-05-15,EOG
2025-05-16,USB
2025-05-19,IBM
2025-05-20,PNC
2025-05-21,MDT
2025-05-22,T
2025-05-23,MA
2025-05-27,FI
2025-05-28,DIS
2025-05-29,PEP
2025-05-30,BAC
2025-06-02,TMO
2025-06-03,MS
2025-06-04,MRK
2025-06-05,TXN
2025-06-06,HUM
2025-06-09,ZTS
2025-06-10,INTC
2025-06-11,SBUX
2025-06-12,JNJ
2025-06-13,CSCO
2025-06-16,MU
2025-06-17,GS
2025-06-18,WFC
2025-06-20,QCOM
2025-06-23,NVDA
2025-06-24,MU
2025-06-25,VRTX
2025-06-26,GE
2025-06-27,CAT
2025-06-30,NOW
2025-07-01,GILD
2025-07-02,GM
2025-07-03,AAPL
2025-07-07,JPM
2025-07-08,INTU
2025-07-09,DE
2025-07-10,AMT
2025-07-11,INTC
2025-07-14,DHR
2025-07-15,EL
2025-07-16,LOW
2025-07-17,EQIX
2025-07-18,CI
2025-07-21,COST
2025-07-22,AMZN
2025-07-23,PGR
2025-07-24,GOOGL
2025-07-25,PFE
2021-09-28,FDX
2021-09-29,CRM
2021-09-30,AMGN
2021-10-01,CL
2021-10-04,BLK
2021-10-05,SO
2021-10-06,ALL
2021-10-07,KO
2021-10-08,BKNG
2021-10-11,HON
2021-10-12,BDX
2021-10-13,C
2021-10-14,SPGI
2021-10-15,ADI
2021-10-18,WMT
2021-10-19,AIG
2021-10-20,HD
2021-10-21,ADBE
2021-10-22,RTX
2021-10-25,META
2021-10-26,APD
2021-10-27,VZ
2021-10-28,PLD
2021-10-29,ABBV
2021-11-01,PM
2021-11-02,MDT
2021-11-03,NFLX
2021-11-04,MMC
2021-11-05,MO
2021-11-08,CVX
2021-11-09,CAT
2021-11-10,ABT
2021-11-11,NSC
2021-11-12,USB
2021-11-15,LIN
2021-11-16,MRK
2021-11-17,AMT
2021-11-18,HUM
2021-11-19,GS
2021-11-22,MCD
2021-11-23,AMD
2021-11-24,MA
2021-11-26,ADP
2021-11-29,LMT
2021-11-30,SBUX
2021-12-01,DIS
2021-12-02,ACN
2021-12-03,PG
2021-12-06,TMO
2021-12-07,V
2021-12-08,MSFT
2021-12-09,NEE
2021-12-10,DUK
2021-12-13,CSCO
2021-12-14,JNJ
2021-12-15,MO
2021-12-16,PNC
2021-12-17,PEP
2021-12-20,FI
2021-12-21,BRK-B
2021-12-22,AVGO
2021-12-23,ISRG
2021-12-27,TGT
2021-12-28,MU
2021-12-29,EOG
2021-12-30,EL
2021-12-31,NVDA
2022-01-03,GE
2022-01-04,COST
2022-01-05,GM
2022-01-06,C
2022-01-07,NOW
2022-01-10,BAC
2022-01-11,WFC
2022-01-12,QCOM
2022-01-13,FDX
2022-01-14,AAPL
2022-01-18,CI
2022-01-19,HON
2022-01-20,BLK
2022-01-21,CME
2022-01-24,DE
2022-01-25,TXN
2022-01-26,AMZN
2022-01-27,AMAT
2022-01-28,JPM
2022-01-31,INTU
2022-02-01,LOW
2022-02-02,UNP
2022-02-03,INTC
2022-02-04,SYK
2022-02-07,WMT
2022-02-08,LIN
2022-02-09,KO
2022-02-10,GOOGL
2022-02-11,CRM
2022-02-14,BKNG
2022-02-15,META
2022-02-16,AMGN
2022-02-17,UNH
2022-02-18,PLD
2022-02-22,ALL
2022-02-23,RTX
2022-02-24,ADP
2022-02-25,HD
2022-02-28,AON
2022-03-01,BDX
2022-03-02,DHR
2022-03-03,HUM
2022-03-04,ZTS
2022-03-07,APD
2022-03-08,IBM
2022-03-09,ABT
2022-03-10,MS
2022-03-11,TMO
2022-03-14,PGR
2022-03-15,DIS
2022-03-16,SPGI
2022-03-17,ADI
2022-03-18,MCD
2022-03-21,XOM
2022-03-22,MRK
2022-03-23,XOM
2022-03-24,PNC
2022-03-25,MDT
2022-03-28,VRTX
2022-03-29,CVX
2022-03-30,PFE
2022-03-31,PEP
2022-04-01,FI
2022-04-04,MMC
2022-04-05,DHR
2022-04-06,JNJ
2022-04-07,CAT
2022-04-08,MA
2022-04-11,ADP
2022-04-12,USB
2022-04-13,ADBE
2022-04-14,BAC
2022-04-18,ABBV
2022-04-19,AIG
2022-04-20,LMT
2022-04-21,PM
2022-04-22,BRK-B
2022-04-25,GS
2022-04-26,MSFT
2022-04-27,NEE
2022-04-28,ISRG
2022-04-29,EQIX
2022-05-02,DUK
2022-05-03,CSCO
2022-05-04,ACN
2022-05-05,CL
2022-05-06,GE
2022-05-09,C
2022-05-10,EL
2022-05-11,MU
2022-05-12,ADI
2022-05-13,NVDA
2022-05-16,CI
2022-05-17,PFE
2022-05-18,NOW
2022-05-19,QCOM
2022-05-20,AMZN
2022-05-23,V
2022-05-24,JPM
2022-05-25,TXN
2022-05-26,WFC
2022-05-27,GOOGL
2022-05-31,AAPL
2022-06-01,FDX
2022-06-02,HON
2022-06-03,BLK
2022-06-06,NSC
2022-06-07,DE
2022-06-08,EOG
2022-06-09,APD
2022-06-10,VZ
2022-06-13,LOW
2022-06-14,SO
2022-06-15,BKNG
2022-06-16,ADP
2022-06-17,ABT
2022-06-21,T
2022-06-22,GM
2022-06-23,MO
2022-06-24,TMO
2022-06-27,TGT
2022-06-28,BAC
2022-06-29,AMGN
2022-06-30,PG
2022-07-01,WMT
2022-07-05,SBUX
2022-07-06,PLD
2022-07-07,FI
2022-07-08,JNJ
2022-07-11,CRM
2022-07-12,ISRG
2022-07-13,NFLX
2022-07-14,KO
2022-07-15,META
2022-07-18,BDX
2022-07-19,COST
2022-07-20,ACN
2022-07-21,CME
2022-07-22,HUM
2022-07-25,EQIX
2022-07-26,MSFT
2022-07-27,NEE
2022-07-28,CVX
2022-07-29,CB
2022-08-01,INTC
2022-08-02,AON
2022-08-03,MCD
2022-08-04,AMD
2022-08-05,HD
2022-08-08,REGN
2022-08-09,RTX
2022-08-10,META
2022-08-11,MRK
2022-08-12,LIN
2022-08-15,PNC
2022-08-16,MA
2022-08-17,ADP
2022-08-18,PEP
2022-08-19,ALL
2022-08-22,BRK-B
2022-08-23,AVGO
2022-08-24,MMC
2022-08-25,SYK
2022-08-26,SPGI
2022-08-29,VRTX
2022-08-30,DUK
2022-08-31,CSCO
2022-09-01,ABBV
2022-09-02,AIG
2022-09-06,USB
2022-09-07,AMT
2022-09-08,LMT
2022-09-09,PM
2022-09-12,DIS
2022-09-13,MDT
2022-09-14,INTU
2022-09-15,NVDA
2022-09-16,EL
2022-09-19,GE
2022-09-20,DHR
2022-09-21,FDX
2022-09-22,AAPL
2022-09-23,JPM
2022-09-26,IBM
2022-09-27,LOW
2022-09-28,UNP
2022-09-29,BLK
2022-09-30,AMAT
2022-10-03,QCOM
2022-10-04,DE
2022-10-05,TXN
2022-10-06,AMZN
2022-10-07,V
2022-10-10,BKNG
2022-10-11,GILD
2022-10-12,MSFT
2022-10-13,PFE
2022-10-14,BDX
2022-10-17,SHW
2022-10-18,APD
2022-10-19,ADBE
2022-10-20,GM
2022-10-21,MO
2022-10-24,ABT
2022-10-25,MS
2022-10-26,SPGI
2022-10-27,GS
2022-10-28,CI
2022-10-31,HON
2022-11-01,WMT
2022-11-02,SYK
2022-11-03,BAC
2022-11-04,AMGN
2022-11-07,UNH
2022-11-08,INTC
2022-11-09,REGN
2022-11-10,BRK-B
2022-11-11,AVGO
2022-11-14,WFC
2022-11-15,PLD
2022-11-16,FI
2022-11-17,ACN
2022-11-18,PGR
2022-11-21,JNJ
2022-11-22,COST
2022-11-23,HUM
2022-11-25,ZTS
2022-11-28,TMO
2022-11-29,T
2022-11-30,KO
2022-12-01,ADP
2022-12-02,RTX
2022-12-05,META
2022-12-06,MCD
2022-12-07,XOM
2022-12-08,NOW
2022-12-09,GOOGL
2022-12-12,CAT
2022-12-13,ABBV
2022-12-14,SBUX
2022-12-15,CVX
2022-12-16,NEE
2022-12-19,DUK
2022-12-20,CSCO
2022-12-21,MRK
2022-12-22,ICE
2022-12-23,MMC
2022-12-27,DHR
2022-12-28,MDT
2022-12-29,ADI
2022-12-30,ISRG
2023-01-03,SO
2023-01-04,MA
2023-01-05,GILD
2023-01-06,PNC
2023-01-09,HD
2023-01-10,ICE
2023-01-11,PEP
2023-01-12,ALL
2023-01-13,DIS
2023-01-17,USB
2023-01-18,VZ
2023-01-19,LMT
2023-01-20,LIN
2023-01-23,MU
2023-01-24,EOG
2023-01-25,NVDA
2023-01-26,EL
2023-01-27,DE
2023-01-30,VRTX
2023-01-31,MU
2023-02-01,INTU
2023-02-02,FDX
2023-02-03,CRM
2023-02-06,BLK
2023-02-07,NSC
2023-02-08,GE
2023-02-09,C
2023-02-10,QCOM
2023-02-13,ABT
2023-02-14,NFLX
2023-02-15,AMZN
2023-02-16,CL
2023-02-17,LOW
2023-02-21,EQIX
2023-02-22,JPM
2023-02-23,AMT
2023-02-24,BDX
2023-02-27,SHW
2023-02-28,AMGN
2023-03-01,TGT
2023-03-02,KO
2023-03-03,META
2023-03-06,TMO
2023-03-07,CME
2023-03-08,BKNG
2023-03-09,FI
2023-03-10,WFC
2023-03-13,MSFT
2023-03-14,CAT
2023-03-15,SPGI
2023-03-16,GS
2023-03-17,HUM
2023-03-20,T
2023-03-21,NOW
2023-03-22,BAC
2023-03-23,PNC
2023-03-24,INTC
2023-03-27,AON
2023-03-28,GM
2023-03-29,SHW
2023-03-30,RTX
2023-03-31,WMT
2023-04-03,AMD
2023-04-04,MA
2023-04-05,AAPL
2023-04-06,PLD
2023-04-10,JNJ
2023-04-11,MO
2023-04-12,GOOGL
2023-04-13,PFE
2023-04-14,MDT
2023-04-17,ZTS
2023-04-18,MRK
2023-04-19,XOM
2023-04-20,APD
2023-04-21,VZ
2023-04-24,MCD
2023-04-25,REGN
2023-04-26,CVX
2023-04-27,HON
2023-04-28,CI
2023-05-01,PFE
2023-05-02,DUK
2023-05-03,COST
2023-05-04,ACN
2023-05-05,PG
2023-05-08,ABBV
2023-05-09,AIG
2023-05-10,MMC
2023-05-11,C
2023-05-12,HD
2023-05-15,LIN
2023-05-16,PEP
2023-05-17,DIS
2023-05-18,ALL
2023-05-19,ISRG
2023-05-22,MS
2023-05-23,BRK-B
2023-05-24,INTU
2023-05-25,LMT
2023-05-26,PM
2023-05-30,USB
2023-05-31,IBM
2023-06-01,NVDA
2023-06-02,EL
2023-06-05,BLK
2023-06-06,UNP
2023-06-07,QCOM
2023-06-08,DE
2023-06-09,TXN
2023-06-12,GE
2023-06-13,DHR
2023-06-14,ABT
2023-06-15,AMAT
2023-06-16,LOW
2023-06-20,PGR
2023-06-21,NOW
2023-06-22,META
2023-06-23,KO
2023-06-26,BAC
2023-06-27,BDX
2023-06-28,CSCO
2023-06-29,AMZN
2023-06-30,UNH
2023-07-03,INTC
2023-07-05,SBUX
2023-07-06,JPM
2023-07-07,AMT
2023-07-10,TMO
2023-07-11,V
2023-07-12,WMT
2023-07-13,XOM
2023-07-14,BKNG
2023-07-17,FI
2023-07-18,FDX
2023-07-19,CRM
2023-07-20,HUM
2023-07-21,ADI
2023-07-24,WFC
2023-07-25,MDT
2023-07-26,SO
2023-07-27,CVX
2023-07-28,ADP
2023-07-31,AMGN
2023-08-01,CL
2023-08-02,SPGI
2023-08-03,EOG
2023-08-04,PLD
2023-08-07,GOOGL
2023-08-08,CAT
2023-08-09,RTX
2023-08-10,GM
2023-08-11,AON
2023-08-14,DUK
2023-08-15,SHW
2023-08-16,JNJ
2023-08-17,NEE
2023-08-18,MCD
2023-08-21,ADBE
2023-08-22,MA
2023-08-23,CB
2023-08-24,MRK
2023-08-25,ICE
2023-08-28,LMT
2023-08-29,REGN
2023-08-30,MSFT
2023-08-31,HON
2023-09-01,PNC
2023-09-05,MMC
2023-09-06,SHW
2023-09-07,APD
2023-09-08,AMD
2023-09-11,PEP
2023-09-12,DIS
2023-09-13,ABBV
2023-09-14,REGN
2023-09-15,ISRG
2023-09-18,NFLX
2023-09-19,ACN
2023-09-20,NSC
2023-09-21,CI
2023-09-22,CRM
2023-09-25,BRK-B
2023-09-26,VRTX
2023-09-27,HD
2023-09-28,SYK
2023-09-29,ALL
2023-10-02,USB
2023-10-03,IBM
2023-10-04,MU
2023-10-05,GS
2023-10-06,NVDA
2023-10-09,BLK
2023-10-10,CME
2023-10-11,EL
2023-10-12,DE
2023-10-13,AVGO
2023-10-16,QCOM
2023-10-17,GE
2023-10-18,MO
2023-10-19,ABT
2023-10-20,EQIX
2023-10-23,LOW
2023-10-24,TGT
2023-10-25,AMZN
2023-10-26,UNP
2023-10-27,BKNG
2023-10-30,GILD
2023-10-31,INTC
2023-11-01,PM
2023-11-02,RTX
2023-11-03,META
2023-11-06,BDX
2023-11-07,SHW
2023-11-08,WMT
2023-11-09,AIG
2023-11-10,KO
2023-11-13,BAC
2023-11-14,CVX
2023-11-15,AAPL
2023-11-16,SPGI
2023-11-17,TXN
2023-11-20,HUM
2023-11-21,T
2023-11-22,DUK
2023-11-24,DHR
2023-11-27,TMO
2023-11-28,UNH
2023-11-29,NOW
2023-11-30,DIS
2023-12-01,MA
2023-12-04,NEE
2023-12-05,JPM
2023-12-06,ADBE
2023-12-07,MDT
2023-12-08,MS
2023-12-11,PNC
2023-12-12,USB
2023-12-13,AVGO
2023-12-14,WFC
2023-12-15,AMGN
2023-12-18,PG
2023-12-19,MCD
2023-12-20,VZ
2023-12-21,JNJ
2023-12-22,CAT
2023-12-26,PLD
2023-12-27,ABBV
2023-12-28,ICE
2023-12-29,APD
2024-01-02,AMD
2024-01-03,MSFT
2024-01-04,AAPL
2024-01-05,LMT
2024-01-08,SYK
2024-01-09,GM
2024-01-10,COST
2024-01-11,FDX
2024-01-12,CRM
